QKEY,INTERVIEW_START_W142,INTERVIEW_END_W142,DEVICE_TYPE_W142,LANG_W142,FORM_W142,XMARITAL_W142,USBEST_COLLEGE_DK_W142,USBEST_ENTERTAINMENT_DK_W142,USBEST_SLIVING_DK_W142,USBEST_MILITARY_DK_W142,USBEST_MEDACHIEVE_DK_W142,USBEST_POLSYSTEM_DK_W142,USBEST_SCIACHIEVE_DK_W142,USBEST_STEMEDUK12_DK_W142,SNSRATE_W142,TECHPOW_W142,TC5_W142,TC6b_W142,SM7_W142,EMPLSIT_W142,FACTWELL_a_W142,FACTWELL_b_W142,FACTWELL_c_W142,FACTWELL_d_W142,FACTWELL_e_W142,FACTWELL_f_W142,FACTWELL_g_W142,FACTWELL_h_W142,FACTWELL_i_W142,FACTWELL_j_W142,FACTWELL_k_W142,TALKMH_a_W142,TALKMH_b_W142,TALKMH_c_W142,TALKMH_d_W142,TALKMH_e_W142,TALKMH_f_W142,TALKMH_g_W142,FACTWGT_a_W142,FACTWGT_b_W142,FACTWGT_c_W142,FACTWGT_d_W142,FACTWGT_e_W142,WILLPWR_W142,OZHEARD_W142,OZUSE_a_W142,OZUSE_b_W142,REDUCOBES_W142,COVIDTHREAT_a_W142,COVIDTHREAT_b_W142,COVIDTHREAT_c_W142,COVIDTHREAT_d_W142,COVID_INFECT_a_W142,COVID_INFECT_b_W142,HRDLONGCOV_W142,LONGCOVID_W142,NEWCOVVAX_W142,USEAI_W142,GENAICRED_W142,AICOPYRGHT_a_W142,AICOPYRGHT_b_W142,AICOPYRGHT_c_W142,AICOPYRGHT_d_W142,AICOPYRGHT_e_W142,AICOPYRGHT_f_W142,AICOPYRGHT_g_W142,CRYPT1_W142,CRYPT2_W142,CRYPTNOW_W142,CRYPTSEC_W142,CRYPT4_W142,GPT1_W142,GPTUSE_W142,GPT2_a_W142,GPT2_b_W142,GPT2_c_W142,GPTPOL1_W142,GPTPOL2_W142,SCI_FLU1_W142,SCI_FLU2_W142,SELFWGT_W142,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W142
201801142861,2024-02-07T17:44:53Z,2024-02-07T17:50:34Z,2,1,2,3,,1,2,1,2,3,,2,3,1,2,1,1,1,1,,,,,,2,2,3,2,2,2,,2,4,5,,1,3,2,2,1,3,2,2,3,2,4,,,,,3,3,,,2,5,3,,,,1,1,1,1,2,2,,4,,2,,2,2,2,2,4,2,3,2,1,2,3,2,3,2,1,5,2,,1,3,5,1,3,1,1,1,2,1,,1,1,1,9,1,1,1,2,0.17948116543181064
201801142863,2024-02-07T22:41:26Z,2024-02-07T22:53:52Z,3,1,2,5,,1,2,2,2,2,,2,3,1,1,3,2,5,2,,,,,,2,2,3,2,1,2,,2,1,,,4,2,3,3,3,3,2,1,1,1,1,,,,,3,3,,,1,5,2,,,,1,1,1,1,2,2,,4,,2,,2,2,,2,5,1,1,2,1,2,3,2,3,1,1,6,2,,1,1,1,1,5,5,,4,5,3,2,2,3,1,8,3,2,2,3,0.39851352925210365
201801142948,2024-02-09T12:40:39Z,2024-02-09T12:45:23Z,2,1,1,6,2,,3,2,4,4,2,,1,1,1,2,2,1,2,1,3,3,1,2,,,,,,1,,3,3,,5,,2,1,1,2,1,1,1,1,2,3,1,3,2,2,,,2,2,1,5,2,2,2,2,,,,2,2,2,,5,,1,2,,,,,6,,,3,1,4,8,1,1,2,1,6,2,,1,3,5,1,6,10,,3,6,3,2,2,4,3,1,5,2,2,99,4.054177906415183
201801142968,2024-02-07T20:41:17Z,2024-02-07T21:04:23Z,1,1,1,1,5,,3,4,4,4,3,,2,1,1,1,1,1,1,3,2,2,1,2,,,,,,2,1,1,1,,4,,4,1,1,1,3,1,1,2,2,3,3,3,2,2,,,1,5,2,2,2,1,1,1,,,,1,2,2,,4,,2,2,,,,,5,,,2,1,2,3,2,3,2,1,5,2,,1,1,1,1,1,2,2,2,4,3,1,1,1,1,9,2,2,2,2,0.952948896561873
201801142995,2024-02-07T17:42:22Z,2024-02-07T17:49:14Z,2,1,2,1,,2,4,3,5,4,,4,2,1,1,3,2,2,3,,,,,,1,1,4,1,1,2,1,2,3,5,,5,3,1,1,2,3,2,2,3,3,6,,,,,2,2,,,2,2,2,,,,1,1,1,1,2,2,,4,,2,,1,2,2,2,4,1,1,2,1,2,3,2,2,2,1,5,2,,1,1,1,1,1,2,2,2,5,2,,2,3,1,4,3,2,2,2,1.163658777237121
201801143018,2024-02-07T17:21:08Z,2024-02-07T17:37:20Z,1,1,1,3,4,,4,3,4,5,3,,2,1,3,2,2,1,2,2,2,1,2,2,,,,,,3,,2,2,,5,,1,1,1,1,1,1,3,,,,1,1,1,1,,,2,1,2,5,2,1,1,1,,,,1,3,,,,,3,,,,,,,,,2,1,2,3,2,3,2,2,3,2,,4,2,2,4,3,1,1,1,5,2,,2,3,1,4,3,1,2,2,1.4704800146139083
201801143024,2024-02-08T00:00:36Z,2024-02-08T00:04:52Z,1,1,1,1,2,,3,2,4,3,3,,2,1,1,3,3,5,2,2,3,2,2,2,,,,,,2,2,2,2,,2,,2,2,2,2,2,2,2,1,1,3,2,2,2,2,,,2,3,1,4,2,1,1,1,,,,1,2,2,,4,,2,2,,,,,4,,,3,1,2,3,2,4,2,1,6,1,8,1,1,3,1,1,12,,3,2,2,,2,3,1,4,3,2,1,1,0.46063195143897884
201801143040,2024-02-07T17:15:14Z,2024-02-07T17:23:56Z,1,1,2,2,,1,2,1,3,1,,2,2,1,1,1,3,5,3,,,,,,3,1,4,3,2,3,3,3,2,,,4,1,2,2,3,3,2,1,1,2,3,,,,,2,3,,,1,4,2,,,,1,1,1,3,1,2,,5,,2,,2,2,,2,6,1,1,2,1,2,3,2,4,1,2,3,2,,1,1,1,1,2,9,,3,6,3,2,2,4,1,7,4,2,1,2,0.3945005830166349
201801143041,2024-02-07T19:19:21Z,2024-02-07T19:30:13Z,1,1,1,3,3,,2,2,6,4,4,,2,1,1,1,1,1,4,3,3,3,4,1,,,,,,3,,3,4,,4,,4,2,1,3,3,2,2,2,2,5,3,3,3,3,,,3,,2,5,1,2,1,2,,,,1,2,2,,4,,3,,,,,,,,,2,1,2,4,2,4,1,3,2,2,,1,1,1,1,3,2,2,2,6,1,,1,1,3,1,1,2,2,1,4.896901675457283
201801143113,2024-02-07T17:16:45Z,2024-02-07T17:28:53Z,1,1,2,1,,1,2,2,2,2,,3,2,1,1,99,3,2,1,,,,,,2,1,3,3,1,3,4,3,2,5,,99,3,2,2,2,3,2,2,3,2,4,,,,,2,3,,,1,2,2,,,,3,1,1,2,1,2,,5,,2,,2,2,2,2,4,1,1,4,1,2,3,2,4,2,1,5,2,,1,1,1,1,1,9,,3,6,3,2,2,4,1,8,4,,1,2,0.7184812827234983
201801143130,2024-02-07T20:17:12Z,2024-02-07T20:56:10Z,2,1,2,1,,3,3,4,4,3,,4,2,1,1,1,1,5,1,,,,,,1,1,3,1,1,3,1,2,4,,,2,2,1,2,3,3,2,1,1,2,3,,,,,3,3,,,2,5,3,,,,1,1,3,1,3,,,,,3,,,,,,,2,3,2,1,2,3,3,4,2,3,2,2,,1,1,1,1,1,1,1,1,5,1,,1,1,1,5,1,2,2,2,1.513235119511551
201801143311,2024-02-07T17:42:39Z,2024-02-07T17:47:09Z,1,1,2,2,,2,2,1,2,3,,2,2,3,2,1,1,1,99,,,,,,2,2,4,2,2,2,1,2,4,3,,4,3,1,3,3,3,1,2,2,2,4,,,,,4,4,,,2,2,1,,,,2,2,2,2,1,1,1,2,1,1,,1,1,1,2,5,2,3,2,1,2,3,2,2,1,2,3,2,,1,1,1,1,2,10,,3,4,3,2,2,4,1,9,4,1,1,2,0.9857398395253621
201801143331,2024-02-07T22:09:20Z,2024-02-07T22:36:31Z,1,1,1,6,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,1,1,,,,,,2,,3,2,,4,,4,1,2,3,4,1,3,,,,3,3,3,2,,,3,,2,2,1,1,2,2,,,,2,1,1,1,2,3,1,1,,,,,3,,,3,1,2,3,2,1,1,1,5,2,,1,1,1,1,6,1,1,1,1,1,,1,1,1,9,2,1,1,2,1.6128763103956594
201801143391,2024-02-07T18:51:36Z,2024-02-07T19:10:15Z,1,1,1,1,6,,3,1,2,3,6,,2,1,3,1,2,5,2,3,3,5,3,3,,,,,,3,2,2,3,,5,,1,3,3,2,2,2,1,3,2,3,1,1,1,1,,,1,1,2,5,2,1,1,1,,,,1,2,2,,5,,3,,,,,,,,,3,1,2,3,2,4,2,2,3,2,,1,1,1,1,1,2,2,2,5,3,99,9,9,1,99,3,3,2,99,2.144700080115717
201801143393,2024-02-09T13:35:16Z,2024-02-09T13:43:57Z,2,1,2,1,,6,6,1,6,1,,4,2,1,1,2,1,1,2,,,,,,1,1,2,1,1,1,1,1,1,3,,2,2,1,2,1,2,2,1,1,2,3,,,,,2,2,,,2,2,2,,,,1,1,1,1,2,2,,4,,2,,2,2,2,2,4,2,3,2,1,2,3,2,2,2,3,2,2,,1,1,1,1,1,12,,3,5,2,,2,4,1,9,4,1,1,3,0.30472170875155924
201801143477,2024-02-07T18:12:51Z,2024-02-07T18:18:05Z,2,1,2,6,,2,2,1,4,3,,3,2,1,1,1,2,3,1,,,,,,1,1,3,1,1,1,,1,2,,,4,2,1,1,2,3,2,2,1,2,3,,,,,3,3,,,2,3,3,,,,2,1,1,1,2,2,,4,,1,,1,1,,2,4,2,2,2,1,2,3,2,2,1,2,4,2,,1,1,1,1,6,12,,3,5,3,1,1,2,1,3,3,2,2,1,1.4485458456209983
201801143494,2024-02-08T00:13:24Z,2024-02-08T00:19:28Z,2,1,2,1,,6,4,2,4,5,,6,2,1,3,1,1,1,1,,,,,,2,2,3,2,1,2,5,2,5,5,,5,2,1,1,3,4,2,2,1,2,2,,,,,2,3,,,2,2,2,,,,3,3,3,3,2,2,,3,,3,,,,,,,2,2,2,1,2,3,2,3,2,2,3,2,,1,1,1,1,1,12,,3,6,1,,1,9,1,99,99,1,2,99,0.49809515484804306
201801143582,2024-02-07T17:45:10Z,2024-02-07T17:49:06Z,2,1,1,1,1,,2,1,2,3,1,,2,1,1,1,2,1,1,2,3,3,3,2,,,,,,1,1,2,1,,3,,3,1,1,2,3,2,1,1,2,4,2,3,3,3,,,1,2,2,2,2,1,1,1,,,,1,1,2,,4,,1,1,,,,,5,,,3,1,2,3,2,2,2,1,6,2,,1,1,1,1,1,1,1,1,2,3,2,2,3,1,9,3,1,1,3,0.4167263659156995
201801143600,2024-02-07T19:19:14Z,2024-02-07T19:26:35Z,2,1,2,1,,2,2,1,2,3,,4,2,1,3,1,1,1,3,,,,,,3,3,3,2,2,4,3,5,3,4,,5,4,2,1,3,5,2,1,1,1,2,,,,,4,4,,,2,2,2,,,,1,1,2,1,1,1,1,3,1,1,,2,1,1,2,4,1,1,1,1,2,3,2,3,1,1,5,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,9,2,1,2,3,0.6548595552887787
201801143611,2024-02-08T07:55:07Z,2024-02-08T08:00:18Z,1,1,2,1,,2,3,2,2,3,,3,3,1,3,1,2,1,2,,,,,,2,2,3,3,3,2,1,2,5,4,,1,2,2,3,3,3,2,1,1,3,3,,,,,4,4,,,2,2,3,,,,2,3,3,2,1,2,,4,,1,,2,1,1,2,3,2,3,3,1,2,3,2,2,1,1,5,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,9,2,1,1,3,0.440098047162474
201801143637,2024-02-07T17:16:47Z,2024-02-07T17:25:53Z,1,1,2,3,,1,2,1,4,1,,4,2,1,3,1,1,1,2,,,,,,3,1,4,2,2,3,,2,2,5,,5,2,2,2,2,4,2,2,2,2,4,,,,,4,4,,,2,2,2,,,,1,1,1,2,1,2,,2,,1,,1,1,2,2,4,2,3,2,1,2,3,2,3,1,2,3,2,,1,1,1,1,3,12,,3,6,1,,1,2,1,9,3,1,2,2,0.5754587375904853
201801143639,2024-02-07T18:29:12Z,2024-02-07T18:39:02Z,2,1,1,1,3,,2,3,3,6,4,,2,1,3,3,1,5,1,5,4,5,3,3,,,,,,1,2,1,3,,4,,3,2,1,1,5,2,3,,,,2,1,2,3,,,2,1,1,5,3,1,1,1,,,,1,3,,,,,3,,,,,,,,,1,1,2,3,2,4,2,2,3,2,,1,1,1,1,1,5,,4,5,2,,2,4,1,2,4,2,2,1,0.737139624754754
201801143688,2024-02-11T11:21:22Z,2024-02-11T11:32:19Z,2,1,2,6,,2,6,2,6,4,,6,2,1,3,3,2,1,3,,,,,,3,1,4,2,2,2,,2,1,3,,5,3,2,2,1,2,2,1,1,2,3,,,,,2,3,,,2,4,1,,,,1,1,2,1,2,2,,3,,2,,2,2,2,2,6,1,1,1,1,2,3,2,2,2,1,5,2,,1,1,1,1,6,12,,3,6,2,,2,3,1,7,3,2,2,2,0.7931238518256191
201801143722,2024-02-11T15:32:10Z,2024-02-11T15:38:52Z,1,1,2,3,,3,3,3,4,4,,4,2,1,3,1,1,5,2,,,,,,3,3,3,3,3,1,,3,4,,,5,3,2,3,3,3,2,3,,,,,,,,4,4,,,99,5,3,,,,1,1,1,1,2,2,,5,,3,,,,,,,2,3,2,1,2,3,3,4,2,2,3,2,,1,1,1,1,3,12,,3,6,1,,1,1,1,2,2,2,2,2,0.3469017421696559
201801143732,2024-02-07T22:47:40Z,2024-02-10T10:14:22Z,2,1,2,2,,1,2,1,2,4,,3,3,1,2,1,2,1,1,,,,,,2,2,4,2,2,3,2,4,1,5,,4,2,1,3,1,3,2,1,1,2,4,,,,,4,4,,,2,3,2,,,,1,1,1,1,2,2,,4,,2,,2,2,2,2,4,2,3,1,1,2,3,2,2,2,1,5,2,,1,1,1,1,2,1,2,1,4,1,,1,1,1,3,2,1,2,2,0.7088987657740408
201801143800,2024-02-07T17:09:50Z,2024-02-07T17:12:55Z,2,1,2,1,,1,2,1,3,4,,2,2,1,1,3,2,1,2,,,,,,2,4,3,3,1,3,2,3,2,4,,5,1,1,1,3,2,1,2,3,3,2,,,,,2,4,,,1,1,2,,,,1,1,1,2,2,1,1,4,3,1,,1,1,1,2,5,1,1,2,1,2,3,2,2,1,2,4,2,,1,1,1,1,1,10,,3,6,2,,2,4,1,9,4,1,1,2,0.3382086561421424
201801143873,2024-02-07T17:21:18Z,2024-02-07T21:20:02Z,1,1,2,6,,2,2,1,3,1,,3,3,1,1,1,2,2,3,,,,,,4,2,4,2,5,2,,2,3,4,,3,3,2,3,3,3,1,2,3,3,3,,,,,3,3,,,2,2,3,,,,2,2,1,2,1,1,1,2,1,1,,1,1,1,2,3,2,3,3,1,2,3,1,2,1,3,2,2,,1,1,1,1,6,10,,3,6,3,1,1,2,1,3,3,1,1,1,2.057925811373341
201801143877,2024-02-07T17:47:05Z,2024-02-07T18:00:56Z,2,1,1,6,3,,4,2,3,4,2,,3,3,2,3,2,1,2,1,1,1,1,2,,,,,,3,,5,4,,5,,5,1,2,2,4,1,2,3,3,3,2,3,2,2,,,2,3,2,4,3,1,3,3,,,,2,2,1,1,3,3,2,1,,,,,6,,,2,1,2,3,2,2,1,1,5,2,,1,1,1,1,6,10,,3,6,3,1,1,2,2,7,3,1,2,2,0.5106176690791704
201801143961,2024-02-07T21:58:04Z,2024-02-07T22:01:39Z,1,1,2,6,,1,2,1,4,3,,2,2,1,1,1,1,3,4,,,,,,3,1,4,1,2,3,,2,3,,,3,3,1,1,3,2,1,2,1,1,1,,,,,4,4,,,2,5,2,,,,1,1,1,1,2,2,,4,,2,,1,1,,2,2,2,3,3,1,2,3,2,2,1,1,5,2,,1,1,1,1,6,2,2,2,6,3,2,2,3,1,5,3,1,2,2,1.1936731678282797
201801143966,2024-02-07T17:29:43Z,2024-02-07T17:39:25Z,2,1,1,5,2,,2,1,3,3,2,,2,1,1,3,3,5,2,2,3,3,2,2,,,,,,3,,2,2,,4,,3,2,2,3,2,1,3,,,,2,2,3,3,,,2,2,1,3,3,3,3,3,,,,3,3,,,,,3,,,,,,,,,2,1,2,3,3,4,1,3,2,2,,1,1,1,1,5,2,2,2,2,3,2,2,3,1,4,3,2,2,2,1.1424333589742228
201801144006,2024-02-07T19:04:33Z,2024-02-07T19:15:33Z,2,1,1,1,3,,6,2,3,5,6,,2,1,1,3,1,5,5,3,3,2,3,4,,,,,,1,1,4,5,,4,,3,4,3,1,4,2,3,,,,2,1,1,2,,,3,,1,4,3,1,1,1,,,,1,3,,,,,3,,,,,,,,,1,1,2,3,2,4,2,3,2,2,,1,1,1,1,1,12,,3,6,3,1,1,9,2,2,99,2,2,1,2.924441185317687
201801144063,2024-02-07T19:05:58Z,2024-02-07T19:13:26Z,2,1,1,1,3,,3,1,4,5,3,,2,1,1,1,4,5,1,3,1,2,2,4,,,,,,1,3,4,2,,3,,3,2,2,2,5,2,1,2,2,3,3,3,3,3,,,1,2,1,4,3,1,1,1,,,,1,1,2,,5,,2,2,,,,,5,,,2,1,2,3,2,4,1,1,5,2,,1,1,1,1,1,2,2,2,5,1,,1,1,1,6,1,1,2,2,0.36567273732895783
201801144164,2024-02-07T19:00:36Z,2024-02-07T19:08:13Z,1,1,1,1,4,,4,2,5,3,2,,2,1,3,3,4,3,1,3,2,4,2,5,,,,,,2,1,1,4,,3,,1,3,3,1,2,2,1,1,1,3,2,2,3,3,,,1,3,1,5,2,1,1,1,,,,1,2,2,,4,,1,1,,,,,4,,,3,1,2,3,2,3,2,1,5,2,,1,1,1,1,1,9,,3,6,3,2,2,4,1,9,4,1,1,3,0.317330711891472
201801144173,2024-02-08T16:17:05Z,2024-02-08T16:30:40Z,1,1,1,6,2,,2,1,4,4,2,,2,1,1,2,2,1,2,1,3,3,1,5,,,,,,3,,2,2,,5,,2,1,1,3,2,2,2,1,2,3,2,2,2,3,,,2,2,2,5,2,1,2,1,,,,1,2,2,,4,,2,2,,,,,5,,,2,1,2,3,2,2,1,2,3,2,,1,1,1,1,6,9,,3,5,3,2,2,4,1,4,4,2,2,2,1.696065963641388
201801144213,2024-02-10T02:00:58Z,2024-02-10T02:04:40Z,2,1,2,6,,3,4,6,5,3,,4,3,1,3,3,2,1,1,,,,,,3,1,4,2,1,1,,1,4,1,,4,1,1,1,1,4,1,3,,,,,,,,2,4,,,2,4,3,,,,3,3,3,3,3,,,,,2,,2,2,2,2,4,2,2,3,1,2,3,2,1,2,3,2,1,1,1,5,3,1,6,2,99,2,4,2,,2,3,1,99,3,1,2,99,5.93018774312931
201801144281,2024-02-07T22:27:17Z,2024-02-07T22:36:59Z,2,1,1,1,2,,1,2,2,2,2,,2,1,3,1,1,2,2,3,3,5,3,1,,,,,,1,1,2,1,,2,,1,2,4,1,5,2,3,,,,3,3,3,3,,,3,,2,2,3,3,3,3,,,,3,2,2,,5,,3,,,,,,,,,2,1,2,3,2,4,2,1,6,2,,1,1,1,1,1,2,1,2,1,1,,1,1,1,7,2,1,1,2,0.3054516594183425
201801144377,2024-02-07T21:42:02Z,2024-02-11T13:14:07Z,1,1,2,6,,1,2,2,5,4,,4,2,1,1,3,3,4,3,,,,,,4,2,4,1,3,2,,3,1,,,5,3,1,1,2,1,1,3,,,,,,,,2,4,,,2,1,2,,,,1,1,1,1,3,,,,,1,,1,1,,2,4,2,2,2,1,2,3,1,3,1,2,3,2,,1,1,1,1,6,9,,3,6,2,,2,4,1,2,4,2,2,2,1.2352347881438963
201801144386,2024-02-09T11:45:08Z,2024-02-09T12:05:24Z,3,1,2,6,,2,4,3,5,4,,3,2,1,1,1,1,4,1,,,,,,1,1,1,1,1,2,,2,2,,,2,1,1,1,1,1,2,3,,,,,,,,4,4,,,2,1,2,,,,1,1,1,1,3,,,,,3,,,,,,,2,3,1,1,2,3,2,3,2,2,3,2,,1,4,4,1,6,1,1,1,4,2,,2,3,2,1,2,2,1,1,1.3107623937231514
201801144388,2024-02-07T22:11:07Z,2024-02-07T22:16:27Z,2,1,1,1,2,,2,3,4,4,3,,2,1,1,3,3,1,2,4,4,2,3,1,,,,,,2,2,2,1,,3,,2,3,3,2,3,2,2,1,2,3,2,2,2,2,,,2,1,1,2,2,1,1,1,,,,2,2,2,,4,,2,1,,,,,4,,,1,1,2,3,2,2,2,1,6,2,,1,1,1,1,1,1,1,1,2,3,2,2,3,1,9,3,1,1,2,0.4167263659156995
201801144449,2024-02-09T14:42:40Z,2024-02-09T14:53:00Z,1,1,2,6,,4,2,1,2,4,,4,2,1,2,3,1,5,3,,,,,,1,1,3,1,1,1,,99,1,,,1,3,1,1,1,1,2,3,,,,,,,,3,3,,,99,99,2,,,,2,1,1,1,2,2,,5,,2,,2,2,,2,4,2,99,3,1,2,3,2,4,2,1,5,2,,1,1,1,1,6,1,1,1,1,3,1,1,1,1,2,1,2,2,2,0.4558770647445758
201801144500,2024-02-09T20:58:19Z,2024-02-09T21:05:35Z,1,1,2,6,,1,2,1,2,2,,2,2,1,1,1,1,1,2,,,,,,2,1,3,2,2,2,,2,2,4,,2,4,1,1,3,5,1,2,2,2,5,,,,,4,4,,,2,5,2,,,,3,1,1,1,2,2,,4,,2,,2,2,2,2,4,2,3,3,1,2,3,2,1,1,1,5,2,,1,1,1,1,6,1,1,1,2,1,,1,1,1,7,1,1,1,2,0.7420638932187673
201801144569,2024-02-07T17:21:55Z,2024-02-07T18:15:01Z,2,1,1,1,1,,4,1,4,4,2,,2,1,1,1,2,2,1,1,1,4,2,4,,,,,,2,2,2,2,,3,,3,1,2,3,3,2,2,1,2,3,2,3,3,3,,,2,3,1,2,2,1,1,1,,,,2,2,2,,4,,2,2,,,,,6,,,2,1,4,8,1,3,2,1,6,2,,1,1,1,1,1,5,,4,5,2,,2,4,1,9,4,1,1,3,0.3636102798522807
201801144579,2024-02-09T16:00:29Z,2024-02-09T16:03:48Z,2,1,1,2,2,,4,2,5,4,2,,2,1,1,3,3,1,1,1,1,2,1,4,,,,,,3,1,1,2,,4,,1,2,2,2,2,2,1,1,2,3,2,2,2,1,,,1,1,1,3,2,1,1,1,,,,2,2,2,,4,,1,1,,,,,4,,,3,1,4,9,1,1,1,1,5,2,,1,1,1,1,2,5,,4,5,2,,2,4,1,9,5,1,1,3,1.3958422512648472
201801144618,2024-02-07T17:18:42Z,2024-02-07T17:23:12Z,1,1,2,3,,3,3,2,3,5,,2,3,1,2,3,2,1,1,,,,,,2,2,4,2,2,2,,2,3,3,,4,2,1,1,1,3,1,2,3,1,3,,,,,3,3,,,1,5,1,,,,3,2,3,3,2,1,2,4,2,2,,1,2,2,2,3,1,1,2,1,2,3,1,2,1,2,4,2,,3,3,5,4,3,7,,4,6,2,,2,3,1,4,3,1,2,1,0.8845705215166614
201801144709,2024-02-09T12:17:17Z,2024-02-09T15:59:56Z,2,1,2,3,,1,4,1,5,3,,4,2,1,1,3,3,3,3,,,,,,3,1,4,1,1,4,,4,3,,,5,2,1,1,1,2,2,2,1,3,3,,,,,4,3,,,2,1,2,,,,1,1,1,1,2,2,,4,,1,,2,1,,2,3,2,1,2,1,2,3,2,2,1,1,5,2,,3,4,4,4,3,10,,3,6,2,,2,4,2,5,5,1,2,99,0.44390947810303044
201801144720,2024-02-07T18:33:10Z,2024-02-07T18:38:36Z,1,1,2,3,,1,2,1,2,3,,3,2,3,3,2,2,1,3,,,,,,2,2,4,1,1,1,,2,1,3,,3,3,1,1,3,3,2,2,3,1,6,,,,,2,4,,,2,3,3,,,,1,3,1,1,2,2,,5,,3,,,,,,,2,3,2,1,2,3,2,4,1,2,3,2,,1,4,4,1,3,12,,3,6,3,2,2,3,1,9,3,2,2,3,0.47872565795025074
201801144788,2024-02-07T23:35:26Z,2024-02-07T23:41:19Z,2,1,1,1,1,,3,1,3,2,1,,2,1,1,3,2,1,1,3,1,1,3,1,,,,,,2,2,2,3,,5,,3,1,3,1,3,2,1,1,3,3,2,2,2,2,,,2,3,2,1,3,1,1,1,,,,1,2,2,,4,,2,1,,,,,5,,,3,1,2,3,1,2,2,1,6,2,,1,1,1,1,1,4,2,4,3,2,,2,3,1,99,3,1,2,99,0.44687173547679143
201801144797,2024-02-07T17:34:37Z,2024-02-07T17:44:00Z,1,1,2,1,,1,1,1,3,1,,2,2,1,1,3,2,5,2,,,,,,1,1,3,2,2,3,1,3,1,,,5,3,1,2,2,2,2,2,3,2,3,,,,,2,2,,,2,4,3,,,,1,1,1,1,2,2,,5,,2,,2,2,,2,6,2,3,3,1,2,3,3,4,1,3,2,2,,1,1,1,1,1,12,,3,6,2,,2,4,1,8,4,2,2,2,1.484538572496586
201801144844,2024-02-07T17:27:29Z,2024-02-07T17:31:12Z,2,1,2,2,,2,3,2,4,4,,3,1,1,3,3,2,1,2,,,,,,2,2,3,2,2,2,2,2,2,3,,3,3,2,2,2,2,1,3,,,,,,,,3,3,,,1,2,2,,,,1,1,1,1,2,2,,4,,2,,1,1,2,2,3,1,1,3,1,3,5,2,2,2,1,6,2,,3,3,5,4,2,12,,3,6,2,,2,4,3,9,4,1,2,2,0.3403303505163947
201801144936,2024-02-09T19:45:19Z,2024-02-09T20:07:56Z,2,2,2,6,,1,3,1,4,3,,1,1,1,2,3,4,1,2,,,,,,1,1,2,1,1,2,,2,1,2,,2,1,1,1,1,3,2,1,2,2,4,,,,,2,2,,,1,4,2,,,,1,1,1,1,1,2,,3,,1,,1,1,2,2,3,2,1,2,1,2,3,1,3,1,3,2,1,7,4,5,3,4,6,12,,3,6,3,2,2,4,2,2,4,2,2,1,8.644204367861615
201801144937,2024-02-09T22:38:02Z,2024-02-09T22:44:03Z,2,1,1,2,2,,3,1,4,2,3,,2,1,1,2,2,1,3,2,2,2,2,4,,,,,,1,1,2,1,,4,,3,1,3,2,2,2,2,1,2,3,2,3,3,3,,,2,2,1,2,3,1,1,1,,,,1,2,2,,5,,2,1,,,,,5,,,3,1,2,3,1,2,2,1,6,2,,1,1,1,1,2,12,,3,6,2,,2,4,1,9,5,1,1,3,0.4501385619071553
201801145066,2024-02-07T20:31:02Z,2024-02-07T20:34:45Z,2,1,2,1,,1,2,1,4,4,,3,2,1,1,3,3,3,1,,,,,,2,2,3,2,2,1,1,2,1,,,3,2,2,3,2,2,2,2,1,2,4,,,,,2,3,,,1,4,2,,,,1,1,1,1,2,2,,3,,2,,2,2,,2,6,1,1,3,1,2,3,1,2,2,1,6,2,,1,1,1,1,1,12,,3,5,2,,2,4,3,7,5,2,2,2,2.3796115009793017
201801145114,2024-02-09T15:19:47Z,2024-02-09T15:38:03Z,2,1,1,1,3,,5,4,4,4,3,,1,1,2,3,1,1,1,1,1,1,1,1,,,,,,1,4,2,1,,5,,5,2,2,4,4,2,2,1,1,2,1,1,1,2,,,1,2,2,3,2,1,1,1,,,,1,1,1,1,3,1,2,2,,,,,5,,,3,1,2,3,2,2,2,1,6,2,,1,4,4,1,1,11,2,4,5,2,,2,4,1,9,4,1,1,3,0.36862428343170206
201801145171,2024-02-07T19:24:13Z,2024-02-07T19:49:07Z,2,1,1,6,4,,3,2,4,3,3,,1,1,3,1,1,1,2,2,2,2,2,2,,,,,,2,,4,3,,3,,3,1,1,2,2,2,1,1,2,4,3,3,3,3,,,3,,99,3,1,1,1,1,,,,3,1,2,,3,,1,1,,,,,5,,,1,1,2,3,1,2,1,2,3,2,,1,2,2,1,6,1,1,1,5,3,1,1,1,1,2,2,1,2,1,0.954322313154421
